emoji_name,count,emoji_url
table-flip,-1,https://emoji.slack-edge.com/T0XNJNF35/table-flip/07eb18b01d21afe4.png
tadagif,-1,https://emoji.slack-edge.com/T0XNJNF35/tadagif/9e298772af6fceb2.gif
tea-time,1,https://emoji.slack-edge.com/T0XNJNF35/tea-time/ed2a80b394b42c74.gif
ted,-1,https://emoji.slack-edge.com/T0XNJNF35/ted/3dc522a93fdcb026.png
terence,-1,https://emoji.slack-edge.com/T0XNJNF35/terence/2575b2acffb0a5af.png
thank-you,-1,https://emoji.slack-edge.com/T0XNJNF35/thank-you/b6e5a0d7f2ae623c.png
theoden,5,https://emoji.slack-edge.com/T0XNJNF35/theoden/cfe8f70dbbd5e659.png
thinking-happy,12,https://emoji.slack-edge.com/T0XNJNF35/thinking-happy/bfc4666483472fd5.png
thinking-heart,9,https://emoji.slack-edge.com/T0XNJNF35/thinking-heart/c8edab5443ca0011.png
thinking-spinning,22,https://emoji.slack-edge.com/T0XNJNF35/thinking-spinning/d1e4a1d7b2b1f681.gif
thinking-stupid,14,https://emoji.slack-edge.com/T0XNJNF35/thinking-stupid/6c25da641e2a6438.png
thinkingangry,-1,https://emoji.slack-edge.com/T0XNJNF35/thinkingangry/e7bf18b7bbeb6206.png
thinksmart,1,https://emoji.slack-edge.com/T0XNJNF35/thinksmart/2783cc12f8503ea6.png
this,-1,https://emoji.slack-edge.com/T0XNJNF35/this/d8ab8467a48e9077.png
this-is-fine,12,https://emoji.slack-edge.com/T0XNJNF35/this-is-fine/66670a3c72a3c0c7.gif
thonk,-1,https://emoji.slack-edge.com/T0XNJNF35/thonk/1cc8caba3a953a2c.png
thonk-falling,1,https://emoji.slack-edge.com/T0XNJNF35/thonk-falling/270ea156011cb8d4.gif
thonkedout,1,https://emoji.slack-edge.com/T0XNJNF35/thonkedout/e1557888d8c382a3.gif
thumbsup-all,-1,https://emoji.slack-edge.com/T0XNJNF35/thumbsup-all/153714fd7720c279.gif
til,-1,https://emoji.slack-edge.com/T0XNJNF35/til/1d839d4de61f2058.gif
time-zone-fyi,-1,https://emoji.slack-edge.com/T0XNJNF35/time-zone-fyi/5244cdb546369723.png
tinfoil,7,https://emoji.slack-edge.com/T0XNJNF35/tinfoil/82a9a37ea65ecb93.png
tired-arthur,-1,https://emoji.slack-edge.com/T0XNJNF35/tired-arthur/56fc44db056c0883.jpg
tiredcat,1,https://emoji.slack-edge.com/T0XNJNF35/tiredcat/acbac8ca766e9a23.gif
toiletpaper,-1,https://emoji.slack-edge.com/T0XNJNF35/toiletpaper/2a2677f2ce267a4d.png
tongue-out-unamused,1,https://emoji.slack-edge.com/T0XNJNF35/tongue-out-unamused/136a9a1ebd0c2b26.png
tonninseteli,-1,https://emoji.slack-edge.com/T0XNJNF35/tonninseteli/e0d5f0ceca98277d.jpg
travolta,1,https://emoji.slack-edge.com/T0XNJNF35/travolta/dba9ca83dd41fdb9.gif
treasuregoblin,1,https://emoji.slack-edge.com/T0XNJNF35/treasuregoblin/04929ca19deb34ba.gif
treatyoself,-1,https://emoji.slack-edge.com/T0XNJNF35/treatyoself/e7bf18b7bbeb6206.gif
trippypepe,1,https://emoji.slack-edge.com/T0XNJNF35/trippypepe/922e195c2e9937c0.gif
trolldance,-1,https://emoji.slack-edge.com/T0XNJNF35/trolldance/2783cc12f8503ea6.gif
trollfaceusa,-1,https://emoji.slack-edge.com/T0XNJNF35/trollfaceusa/5c4ca3c75b310e34.png
trump,-1,https://emoji.slack-edge.com/T0XNJNF35/trump/389be1e802605b6c.png
trumpw,2,https://emoji.slack-edge.com/T0XNJNF35/trumpw/0cc927da4fd53197.png
turtle-animated,-1,https://emoji.slack-edge.com/T0XNJNF35/turtle-animated/338495e432d35049.gif
turtlehearts,1,https://emoji.slack-edge.com/T0XNJNF35/turtlehearts/578cf71eb1a4dab1.png
two-buttons,-1,https://emoji.slack-edge.com/T0XNJNF35/two-buttons/277fa6c37978e037.png
typing,3,https://emoji.slack-edge.com/T0XNJNF35/typing/6be9c931c832a5fe.gif
ugh,-1,https://emoji.slack-edge.com/T0XNJNF35/ugh/881b3b0b6a16af94.png
uh,1,https://emoji.slack-edge.com/T0XNJNF35/uh/f174195185573c20.png
uhh,-1,https://emoji.slack-edge.com/T0XNJNF35/uhh/7b48066aae63fe39.png
unicorndonut,-1,https://emoji.slack-edge.com/T0XNJNF35/unicorndonut/3dc937a63c289289.png
unoblue,-1,https://emoji.slack-edge.com/T0XNJNF35/unoblue/25ba1308d2fa57d7.jpg
unoreversecard,3,https://emoji.slack-edge.com/T0XNJNF35/unoreversecard/3432b321223e9382.png
upvoted,-1,https://emoji.slack-edge.com/T0XNJNF35/upvoted/9d04cb8561de1c13.png
uwu,-1,https://emoji.slack-edge.com/T0XNJNF35/uwu/62dcd5e4e1dc1a17.png
valid,-1,https://emoji.slack-edge.com/T0XNJNF35/valid/94d86b4ee4e9d959.png
verify,1,https://emoji.slack-edge.com/T0XNJNF35/verify/069af89a01be5e14.gif
void,1,https://emoji.slack-edge.com/T0XNJNF35/void/6ce668d0c8b7e1bc.png
waat,5,https://emoji.slack-edge.com/T0XNJNF35/waat/f841332e19707985.jpg
wahahallelujah2,-1,https://emoji.slack-edge.com/T0XNJNF35/wahahallelujah2/785c626212971619.png
wahallelujah,-1,https://emoji.slack-edge.com/T0XNJNF35/wahallelujah/a096883d9394a426.png
walking-the-dog,-1,https://emoji.slack-edge.com/T0XNJNF35/walking-the-dog/258b450bb599ea45.png
walrus,-1,https://emoji.slack-edge.com/T0XNJNF35/walrus/a26cf8ad23b289b8.png
waluigi,11,https://emoji.slack-edge.com/T0XNJNF35/waluigi/57546158e2ec10b5.png
wat,21,https://emoji.slack-edge.com/T0XNJNF35/wat/008102d68bf2a25e.png
waving-from-afar-left,-1,https://emoji.slack-edge.com/T0XNJNF35/waving-from-afar-left/ead4780f40a0ac6d.png
waving-from-afar-right,-1,https://emoji.slack-edge.com/T0XNJNF35/waving-from-afar-right/ead4780f40a0ac6d.png
waytoodank,3,https://emoji.slack-edge.com/T0XNJNF35/waytoodank/45823f0ea3c24237.gif
weehypers,4,https://emoji.slack-edge.com/T0XNJNF35/weehypers/52268c2214e1f096.gif
weirdchamp,-1,https://emoji.slack-edge.com/T0XNJNF35/weirdchamp/6b21506fe03eeec6.png
welcome,-1,https://emoji.slack-edge.com/T0XNJNF35/welcome/b5ad089746f0e18b.gif
wesmart,11,https://emoji.slack-edge.com/T0XNJNF35/wesmart/0cc927da4fd53197.png
whatisthisthing,-1,https://emoji.slack-edge.com/T0XNJNF35/whatisthisthing/bb22e3d38b75443b.png
why,-1,https://emoji.slack-edge.com/T0XNJNF35/why/79f9ad887dba3595.png
wide-peepo-xmas,-1,https://emoji.slack-edge.com/T0XNJNF35/wide-peepo-xmas/79cd1f815cf24be5.png
widepeepoblanket,2,https://emoji.slack-edge.com/T0XNJNF35/widepeepoblanket/40789f090feea8c8.png
witt,-1,https://emoji.slack-edge.com/T0XNJNF35/witt/67f1fbe9047ed8c5.png
woah,-1,https://emoji.slack-edge.com/T0XNJNF35/woah/41f3f289ea67ff40.gif
woah-keanu,-1,https://emoji.slack-edge.com/T0XNJNF35/woah-keanu/cc6c8f83997a9254.gif
wokege,1,https://emoji.slack-edge.com/T0XNJNF35/wokege/b49ef97d1bf3b5e7.png
working-from-coffee-shop,-1,https://emoji.slack-edge.com/T0XNJNF35/working-from-coffee-shop/5244cdb546369723.png
working-from-home,-1,https://emoji.slack-edge.com/T0XNJNF35/working-from-home/5244cdb546369723.png
working-in-office,-1,https://emoji.slack-edge.com/T0XNJNF35/working-in-office/e6b625181a9a9f39.png
wow,-1,https://emoji.slack-edge.com/T0XNJNF35/wow/0937f01d0101d0ab.gif
wtfff,-1,https://emoji.slack-edge.com/T0XNJNF35/wtfff/114e41868f909ebf.png
wutfacew,-1,https://emoji.slack-edge.com/T0XNJNF35/wutfacew/97b8a4892f0ab973.png
xmas-balls,1,https://emoji.slack-edge.com/T0XNJNF35/xmas-balls/f3efd40d5e117ee8.png
xzibit,-1,https://emoji.slack-edge.com/T0XNJNF35/xzibit/b17a4917c6df5968.png
yell-at-cloud,3,https://emoji.slack-edge.com/T0XNJNF35/yell-at-cloud/32f924092bdb7769.gif
yepp,4,https://emoji.slack-edge.com/T0XNJNF35/yepp/b395938e90d40596.png
yes,4,https://emoji.slack-edge.com/T0XNJNF35/yes/d6db76fa748c4911.png
yes-party,5,https://emoji.slack-edge.com/T0XNJNF35/yes-party/70535dc8184061c2.gif
yes2,-1,https://emoji.slack-edge.com/T0XNJNF35/yes2/a9c8520464f06edb.png
yikes,1,https://emoji.slack-edge.com/T0XNJNF35/yikes/f68c414bbeffac59.gif
yikes2,1,https://emoji.slack-edge.com/T0XNJNF35/yikes2/38fcab52ba870c9d.png
yikes3,4,https://emoji.slack-edge.com/T0XNJNF35/yikes3/27019a3b2906d7c2.gif
yinyang,4,https://emoji.slack-edge.com/T0XNJNF35/yinyang/bdff2479a8e10b27.png
yinyangheart,-1,https://emoji.slack-edge.com/T0XNJNF35/yinyangheart/376381369f50a76d.png
yoshi,-1,https://emoji.slack-edge.com/T0XNJNF35/yoshi/12f9e03b504cf4f2.gif
youtried,1,https://emoji.slack-edge.com/T0XNJNF35/youtried/d32a55eb10e0c3f2.png
zelda,-1,https://emoji.slack-edge.com/T0XNJNF35/zelda/7501322679ef7160.gif
zelda86,-1,https://emoji.slack-edge.com/T0XNJNF35/zelda86/85ccead90382509f.png
zenenso,-1,https://emoji.slack-edge.com/T0XNJNF35/zenenso/5ae1fb50805a485d.png
zoomer,-1,https://emoji.slack-edge.com/T0XNJNF35/zoomer/e22a32bdc9465500.gif
